filename,R_mean,G_mean,B_mean,class
resized_IMG_20231203_193156_Burst17_flipped_lr_jpg.rf.27c335a888071b8679c5fd9d2e2bc538.jpg,118.63071533203126,96.97904541015625,94.68231201171875,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst09_noised_jpg.rf.30928e4f41020c64c7d87a990bbec415.jpg,120.7892431640625,100.39974609375,96.884619140625,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_064725_Burst05_noised_jpg.rf.ad267c3c720b58a0d735011140855b06.jpg,184.9917529296875,152.03888427734375,141.22598876953126,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst02_flipped_lr_jpg.rf.5b2449d5aff996cbc49c1c525aa79250.jpg,187.3284375,152.55844970703126,141.33012939453124,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst16_flipped_ud_jpg.rf.4867836aa38aa5772e8073978cfc3ea5.jpg,188.57005615234377,152.1751171875,139.66972656250002,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst20_blurred_jpg.rf.333ff552954a7267a09e8ba70159d8a2.jpg,115.41439697265625,94.102353515625,92.76408447265625,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst09_flipped_lr_jpg.rf.2e72370af7ab4604be0fdb0ee5ec50ad.jpg,121.4169921875,99.6773681640625,96.67004150390625,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_064725_Burst05_noised_jpg.rf.ced28514f6f1ea9ebfd49333af50fa2b.jpg,181.93409912109377,147.2219287109375,136.766279296875,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst05_flipped_lr_jpg.rf.97cd3f4121484baed5b3542bcc1e9e39.jpg,117.56407470703125,95.38694091796876,93.2090771484375,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_160259_Burst03_rotated_45_jpg.rf.954f4966ff93f785e927f7dd6f9b9675.jpg,68.03984863281251,49.55866943359375,49.0114892578125,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst05_noised_jpg.rf.852166a991d5985347cab9da4c00cde8.jpg,120.383779296875,99.80476318359375,96.82196533203125,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst15_noised_jpg.rf.58bf6c0f480e4963336d0fffb12bda2e.jpg,120.47818603515626,100.00502197265625,96.3501025390625,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_064439_Burst04_rotated_90_jpg.rf.dcca3c1e7c169a64756a7c1a4ec310b7.jpg,170.72057861328125,138.99601806640626,128.67093994140626,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst04_rotated_90_jpg.rf.78cb85c4f6394895171c3d9097fdb04c.jpg,119.8899560546875,98.30658203125,95.52210693359375,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_064439_Burst08_rotated_45_jpg.rf.e068781d003a8e6b1e98e8e507b246e1.jpg,135.6915966796875,107.4053466796875,99.4540283203125,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst16_rotated_30_jpg.rf.775ef321ada0416fad810078b133c2e9.jpg,140.21510009765626,110.188505859375,101.68826171875,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst16_noised_jpg.rf.298c109714325c8da0b85676a1d53a7d.jpg,177.54423095703126,139.0656640625,127.2972314453125,Daging_Sapi_Segar
resized_IMG_20230913_071108_rotated_30_jpg.rf.c4198886a8020dc48d3d2e6423544f98.jpg,125.55492675781251,115.65945556640625,115.04297851562501,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst20_rotated_90_jpg.rf.6a428d2208e2b4d0ad1e9f4ee7b8cc50.jpg,170.34993896484374,138.157138671875,127.69591064453125,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst18_brightened_jpg.rf.8e06d3f89f6a4b32ad67aac41efe4fd1.jpg,136.51999755859376,110.64240234375,108.74478271484375,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_064725_Burst16_flipped_lr_jpg.rf.9e05085af236b6bf4861400394be81dc.jpg,188.53509521484375,152.1951416015625,139.672783203125,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst19_noised_jpg.rf.dcf2c8264c36791b7f3d953cf45b1099.jpg,120.23743408203126,100.072978515625,96.7329833984375,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst07_rotated_90_jpg.rf.455e72b808207b96c9bd4b8d9dc5ccc3.jpg,120.23632568359375,99.07501953125,96.367802734375,Daging_Sapi_Tidak_Segar
resized_IMG_20230913_071103_rotated_45_jpg.rf.6841a858357691b2c09f98f0ec1c7a24.jpg,130.70755126953125,120.6405810546875,119.38305419921875,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst19_flipped_lr_jpg.rf.344494b8c934143577a31cab5e2c831d.jpg,118.7239404296875,97.5144384765625,94.71474853515625,Daging_Sapi_Tidak_Segar
resized_IMG_20230913_071856_flipped_lr_jpg.rf.76a4ef2bf224ac22037a8f12fc073f10.jpg,147.82909912109375,128.91757568359375,131.57861572265625,Daging_Sapi_Segar
resized_IMG_20231203_193156_Burst03_blurred_jpg.rf.d13a662a0f6b70a8a77e0c810e567b0f.jpg,113.31333740234375,90.28335693359375,87.79108642578124,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst05_rotated_90_jpg.rf.6a5465bbccb79f23a4bb44461a15c467.jpg,111.47074951171875,88.55752685546875,86.86489990234375,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_064725_Burst06_rotated_90_jpg.rf.d6a83ca483d7a52183fb6f233e3d1c54.jpg,186.65289306640625,151.69257080078125,140.08218505859375,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst13_rotated_30_jpg.rf.ed759be799792484c8d05ccd69af4fb9.jpg,140.3228173828125,110.34134033203125,101.722978515625,Daging_Sapi_Segar
